Package Name,Reviewer Name,Review,Rating
MyExpenses,محمدصغيرفرجmohammedfaragf Faragf,تطبيق ممتاز..أنصح جميع الزملاء تجربته..قد جربت أكثر من تطبيق لم يناسب معي إلا هذا. ..أشكر القائمين..عليه..,5
MyExpenses,Stanimir Damianov,"Лесно се въвеждат данните има категории и подкатегории, но няма справки по тях. Надявам се да направят.",4
MyExpenses,Marvin Moreno,Loving this app but how do I set a recurring expense on a monthly basis like my phone bill or electric bill??,5
MyExpenses,Tim Walls,"I installed the app and then imported a set of qif files from Quicken 2004. The only problem was that the opening balances had not transferred across. I emailed the developer for support and received a very speedy reply. Just long press on the relevant account in the app and ""Edit"" then enter the opening balance. Job done. This is an excellent app with excellent support.",5
MyExpenses,Esty Sompo-Kaminsky,love the app. very convenience! easy to follow your cash income and expenses,5
MyExpenses,Kay Nine,"Looks great but I don't know if it is working. Doesn't seem to be. For sync it says there's an error. The why is a mystery. Is it licensed? Maybe. Can't tell. Says ""Extended"" but offers upgrade. Upgrade to extended? Mystery. No idea if it's working right or not. Don't need the aggravation - uninstalled.",3
MyExpenses,Dee Modular,Very nice app,5
MyExpenses,Giuggi Roby,Useless!!!,1
MyExpenses,Mahesh Thati,"Hi, My name is Mahesh I'm using premium My expenses Application , Today morning I have lost total data without my permission, how ? Please restore my data",3
MyExpenses,sylvester mwangi,Very superb and easy to use... Thanks for this great app,5
MyExpenses,Blesson Mathew - blessonnurse,Hi... I am facing problem the Google account associated with this app doesn't recognize my contribution key...and now i have ads every now and then popping up! Some problem i seem its rare... hope no one is facing this same issue! I discovered that I am using this app since 7 YEARS of Happiness! I appreciate the quick response from Michael Totchsing...happy to be in his touch,4
MyExpenses,Pippa Wood,Absolutely love this app. It's a keeper.,5
MyExpenses,Anant Joshi,Require back up when reinstalling,5
MyExpenses,shyam viswanath,Super,5
MyExpenses,Daniel Sanford,Importing csv files worked fine,5
MyExpenses,Nadeem khan,"Awesome App, Easy to use, One feedback, I would like to suggest that kindly make TYPES of account Editable, so the overall figure of amount could be adjusted as per requirements. One more suggestion , pls take it into consideration that Category wise transactions are only viewable right now, make it editable like date wise view, downloadable in PDF fomat etc.",5
MyExpenses,Julio Cesar,Excelente App,5
MyExpenses,Ahmed M. Madany,"All I need in one place, the features is amazing, by far the best ever finance app I ever used.",5
MyExpenses,S Arul Antony,Nice App,5
MyExpenses,Uzaif Rider,Account access,4
MyExpenses,Soumya Ghosh,"Actually this is a great job done, PERFECT mini expense book with lots of customization features. Thanks to devs. Contributed to support the project....",5
MyExpenses,ricKter2099,Most of the features are paid,3
MyExpenses,Uzaif baba,Access my account wallet crypto currency ATM card,4
MyExpenses,Gabriel Konkol Junior,"Aplicativo excelente para controlar as finanças, inclusive é fácil utilizar por vários aparelhos distintos. Comprei a chave estendida. Utilizo com minha esposa e fazemos backup remoto em uma mesma conta do google, tornando extremamente prático... Todos os dados se vinculam, dando um panorama gerar do controle financeiro...",5
MyExpenses,Mohammad Rafie,It's good,4
MyExpenses,Ewen Hammerich,"Wow, I had the problem yesterday, today a new update, problem fixed, that has to be the quickest fix I've ever encountered.... Well done guys",5
MyExpenses,Ashnm jemal,Best,5
MyExpenses,Finote Hiwot,Quite happy with app.,5
MyExpenses,Jeron Daz,"This is by far a great app. I can easily track my day-to-day expenses wherein the nature of expenses and their details can be viewed at one glance. Please, I would like to recommend if you can please add a feauture wherein we can filter or see the summary for each category also say for daily, weekly, monthly or yearly. This will greatly help in budgeting or forecasting for next month. Viewing a graph or any analysis of the expenses for a particular period will also be great. Thank you so much!",5
MyExpenses,anil kumar,"Nice app , but I think pdf file should be in table",2
MyExpenses,Antoine K,"parfait, simple et clair juste ce que cherchais pour suivre mes comptes à chaque depense ou entree d'argent. Par contre quand on change de phone in perd tout malgré un backup. Ca c'est un peu nul... Meme tres nul",4
MyExpenses,Mr Singh,Very good,5
MyExpenses,Zaid Burha,It will be great if it is available in iOS,4
MyExpenses,zen master,Very helpful in my small business,4
MyExpenses,Noha Swellam,Why can’t i find it in the app store i use it before om my samsung the phone and i want to install it on my iphone to use it again plz,5
MyExpenses,Anas Zerkli,A great app to manage your daily expenses and with several accounts,5
MyExpenses,Karim Elmorsy,Very good,5
MyExpenses,Peter E,Excellent app,5
MyExpenses,Andres Chaves,"There's this annoying bug in the recent patches that makes it so that text in dark mode is unreadable, latest version has it, the version before it had fixed it previously, so what gives?",1
MyExpenses,Dhruba K.,Awesome money tracking apps.,5
MyExpenses,G Acs,"Good potential, though some good features are paid. Export sometimes fail for random accounts. If there is comma in notes field it corrupts export file even if other delimiter is chosen.",3
MyExpenses,Ashley Stocker,So far I like the setup of the app itself.,5
MyExpenses,Kedar Deore,Colours on the latest version are too harsh. Please revert to the earlier build,3
MyExpenses,JP's Gmail.,Very good app indeed.,5
MyExpenses,Pete Longden,"Great app, used for many years... really helped me with day to finances.... thanks. Recommend",5
MyExpenses,Soorej P,The best expense tracker app i have come across. The features are very subtle in nature and takes atleast few months of usage to understand the thought process and detailing which went into the design. This can be trusted 100% since it is open source and the data is not going anywhere. Highly recommend this to anyone who wants to track expenses for a long term and is concerned on privacy factors.,5
MyExpenses,Mostafa Fayad,How can I enter exchangerate App ID? as the icon is inactive when I looked for it at settings,4
MyExpenses,Kaushal Rupera,The best application,5
MyExpenses,Hasseb Elmawasy,ممتاز,5
MyExpenses,PRATHAMESH WAIKAR,"Where do you save the database of this app i mean like sql ,php etc",5
MyExpenses,E.A .mohsen,Very useful,5
MyExpenses,José A. Aponte,"""170920..t/o..kfr..thank's...""",5
MyExpenses,UTPAL GORAI,I am missing a quick add option in notificatons. Please insert the feature.,1
MyExpenses,Shrenik Patidar,Great app. Without ads. And easy to use,5
MyExpenses,Tobias Petri,"Everything I need for tracking both personal money flow and expenses of small organisations. I do not use it for professional purposes, but the feature list suggests this may be sufficient as well -- better than some desktop apps! The Customer support is great as well.",5
MyExpenses,Pramod Tyagi,Very useful . Has all the features I need. PDF reports are cool. Please improve GUI which is very basic. Font size and colour options would be great. Paid for license to unlock most features I use.,5
MyExpenses,Guilhem Perrin,"Hi This app is really amazing! I have just one question, how can I access daily expenses ? I'm not find the path... Thanks for your answer !",5
MyExpenses,Albert Harig,Very adaptable to my situations,5
MyExpenses,Solomon Ego,This is the best Android accounting app that I've ever come across. Thank you,5
MyExpenses,Adel Idais,Very useful,5
MyExpenses,Mohammad Almunea,"I have been a PocketMoney user for years. However, I needed to switch to something else since the android app is no longer supported. This app the closest I found to pocketmoney, with a lot of extra features. The intent api they have is amazing to automate transactions entry. I couldn't be happier. I am glad I came across this app.",5
MyExpenses,Izak Casper Akang,I have been using this app since last year and i have no problem with it. However suddenly today i cant tag a picture to any expenses directly from my phone camera app. I have to search for the pic in my phone manually which is very frustrating since i need to add multiple expenses and need to search for the pic manually. Please fix this problem.. otherwise app is good,4
MyExpenses,George Mavroeidis,Καταπληκτικό λοιπόν κάποιες λεπτομέρειες αλλά είναι πολύ καλο,4
MyExpenses,Waheeb Said,so excited,5
MyExpenses,Heather Lauer,Something is wrong I have used this app for ever and now when I added in my incoming money it will not add it nor will it deduct anything i have uninstalled the app and restarted phone please help I love this app,1
MyExpenses,PAVAN MEKALA,Good,5
MyExpenses,Anurag Singh,I can only see that the amount can be debited.How do I add amount in bits and pieces in my specific accounts???teach me and I give u a 5 star for sure.,5
MyExpenses,A Google user,Excellent,5
MyExpenses,A Google user,Great thanks 👍,5
MyExpenses,A Google user,The most amazing financial app ever ❤️❤️ I need it on iOS too plz,5
MyExpenses,A Google user,"Great apps, Works great in a Galaxy Tab S6. Now understood the sync files perfect ¡¡¡",5
MyExpenses,A Google user,"Its a very good app, helps me keep track of my finances",5
MyExpenses,A Google user,Please create app for iOS,5
MyExpenses,A Google user,"I using that app from long time, everything so perfectly design and it's so useful but after recent update the new wedge so awkward , i like old wedge style, please make it also available to make personal choice,",5
MyExpenses,A Google user,Good Experience,5
MyExpenses,A Google user,Simple and Best is how I would describe this app. Had to purchase the Extended Key to support its development. So good. Just one issue. I'm not being able to take screenshots in the app. Are they disabled or what? Please let me know.,5
MyExpenses,A Google user,After viewing many apps. this app was selected.This is a fantastic app which has everything.Thanks to devloper.,5
MyExpenses,A Google user,"easy tao use wonderful app but i have one issue, backup is not working",5
MyExpenses,A Google user,تم شراء البرنامج ليكون نسخه مدفوعه و الان لا يمكننى الطباعه برجاء التواصل لحل المشكله,1
MyExpenses,A Google user,So easy to use for my everyday spending tracking. I love it!,5
MyExpenses,A Google user,Helpful,5
MyExpenses,A Google user,Very usefull,5
MyExpenses,A Google user,Handy little app for managing expenses. Simple interface and options. Easy to use and get a handle on finances with.,5
MyExpenses,A Google user,"While most of the app giving chart feature free , you are charging for it. Not worthy. Basis chart should be free like other decent apps available. I like simple interface of app.",3
MyExpenses,A Google user,Very good,5
MyExpenses,A Google user,Nice app to track your daily expenses,5
MyExpenses,A Google user,Great,5
MyExpenses,A Google user,amazing app I started it and I had control over the money. .. thank sooo much good job,5
MyExpenses,A Google user,I just needed to know where my money goes..This app is perfect!!! I dont have to list down all my expenses on my notebook which is very hassle.You guys arw genius!!,5
MyExpenses,A Google user,Perfect,5
MyExpenses,A Google user,Thank's for such a great and easy to use app 👍,5
MyExpenses,A Google user,Nicely done,5
MyExpenses,A Google user,"Its better app. Its good it all part. But one thing, unable to restore the back up data.",4
MyExpenses,A Google user,"Perfect,",5
MyExpenses,A Google user,Nice,5
MyExpenses,A Google user,"It's great, very intuitive and helps me a LOT!",5
MyExpenses,A Google user,I like it,4
MyExpenses,A Google user,"Wow, look out Andromoney",5
MyExpenses,A Google user,Good app. Will probably pay for full version. Thank you to the developery. Balint,5
MyExpenses,A Google user,"Great app with lots of features. I upgraded to make full use of the app. The layout is easy to follow and user friendly. My only only issue is that after upgrading to the premium edition, you will need to do another upgrade/ subscription to use their budgeting function. This should have been included on the initial upgrade. Other apps offer this function from the start. It's ridiculous to have to pay a yearly/ monthly subscription to use this function.",4
MyExpenses,A Google user,Very good & easy to use,5
MyExpenses,A Google user,Very good useful app. No unwanted extra things. Simple and easy to enter data.,5
MyExpenses,A Google user,Comprehensive app. Everything included. If you can put option to change transaction type colour or put more lighter colour other tha dark red and green.Otherwise👌 Im going to purchase.,5
MyExpenses,A Google user,Veeeeery good,5
MyExpenses,A Google user,Good app,5
MyExpenses,A Google user,Good app,5
MyExpenses,A Google user,GOOD,5
MyExpenses,A Google user,Helpful and easy used,5
MyExpenses,A Google user,Very simple and useful app!,5
MyExpenses,A Google user,User freindly,5
MyExpenses,A Google user,Very good for keeping track of what you've spent your money on,5
MyExpenses,A Google user,bagus dan mudah..,5
MyExpenses,A Google user,Very good and handy app for track down own expenses. Please add Grouping by catagory in main list of any account. Very nice app i like it very much..,5
MyExpenses,A Google user,Superb app for personal finance tracking. Everything you need is there!!! 😂🥳🙂,5
MyExpenses,A Google user,Kidilam aappp,5
MyExpenses,A Google user,Excellent,5
MyExpenses,A Google user,I need app that can read bank's SMS and add it automatically based on SMS details that came from bank to my mobile based on my Card transaction,4
MyExpenses,A Google user,"Cannot track recurring transactions (like monthly bills), though it looks like it's possible it is not. Putting something on a calendar isn't what is needed. Making a transaction repeat IN THE APP is what is a real recurring transaction.",1
MyExpenses,A Google user,Nice,5
MyExpenses,A Google user,"So far so good, I happy with it.",4
MyExpenses,A Google user,Excellent app. Does exactly what i need to do. User friendly as well.,5
MyExpenses,A Google user,Amazing app to record our expenses,5
MyExpenses,A Google user,This is good,5
MyExpenses,A Google user,My loveley app,5
MyExpenses,A Google user,Great application to maintain our personal expenses..... The updates very nice and friendly.,5
MyExpenses,A Google user,Great job 👍,5
MyExpenses,A Google user,You need to fix the sync. It doesn't sync properly across devices. The balances aren't the same when synced. Anyone considering this app should look towards Bluecoins which is more polished and reliable.,1
MyExpenses,A Google user,حلو جدا وبيعرفنى صرفت قد ايه طول الشهر,5
MyExpenses,A Google user,Excellent,5
MyExpenses,A Google user,Fixed my issue overnight. Great Support,5
MyExpenses,A Google user,Excellent app,5
MyExpenses,A Google user,LOVE IT,5
MyExpenses,A Google user,Awasome for recording my expense. I like.,5
MyExpenses,A Google user,Good,5
MyExpenses,A Google user,very good,5
MyExpenses,A Google user,welldone,5
MyExpenses,A Google user,Simple and Intuitive. Good support options although I'd prefer non subsription option for full features,5
MyExpenses,A Google user,"add the desktop version too and sync with your own server, not google",5
MyExpenses,A Google user,Good for tracking expenses/Budgeting,5
MyExpenses,A Google user,nice,5
MyExpenses,A Google user,Very good app. However you could pride a functionality where one can have multiple accounts could be great.,5
MyExpenses,A Google user,جيد جدا,5
MyExpenses,A Google user,nice app,5
MyExpenses,A Google user,Intuitive and powerful expense tracking app.,5
MyExpenses,A Google user,Noticed incomplete restore from a backup. Please verify.,5
MyExpenses,A Google user,super,5
MyExpenses,A Google user,perfect app,5
MyExpenses,A Google user,good,5
MyExpenses,A Google user,"This app is WONDERFUL! It's easy to use and understand, with sub-categories, which makes it as flexible as necessary. It's very easy to set up accounts, categories and sub-categories. I've tried several expense trackers in the past, but none of them compare to this easy to use financial tool. Thank you to the developer! It's a wonderful tool for keeping track of all of my expenses.",5
MyExpenses,A Google user,its great!,5
MyExpenses,A Google user,Very good application,5
MyExpenses,A Google user,"After many apps tried, I found this app is as expected. App is very simple to use. I need to know how to hide unused fields like plan & payee in the entry screen.",5
MyExpenses,A Google user,I love this app. The only thing I would like to add is I would like to be able to print out a distribution list for the categories end-of-the-year type recording. Other than that it's a beautiful app for keeping track of many accounts. Very easy to use.,5
MyExpenses,A Google user,pretty cool easy to use app with file export feature. i basicallt use it to keep track of cash expenses for which i don't get a receipt,5
MyExpenses,A Google user,excellent,5
MyExpenses,A Google user,make a simple accouting nice App,5
MyExpenses,A Google user,Superbbbbb App,5
MyExpenses,A Google user,Can we use it for MacBook? Any way we can extract data and use it in excel format if app isn't available on MacBook?,4
MyExpenses,A Google user,very good,5
